participantID,trialNum,stage,stageName,trueCondition,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
2nx9kt,3,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, REACTIVE ARTHRITIS, FROZEN SHOULDER",1,POLYMYALGIA RHEUMATICA,2,4,"RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, REACTIVE ARTHRITIS, FROZEN SHOULDER",1
2nx9kt,3,3,Testing,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, REACTIVE ARTHRITIS, FROZEN SHOULDER",1,POLYMYALGIA RHEUMATICA,2,4,"RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, REACTIVE ARTHRITIS, FROZEN SHOULDER",1
2nx9kt,4,1,Patient History,GUILLAINBARRE SYNDROME,"STROKE, SPINAL CORD COMPRESSION, GUILLAIN BARRE, RADICULOPATHY",1,GUILLAIN BARRE,3,4,SPINAL CORD COMPRESSION,0
2nx9kt,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,"STROKE, SPINAL CORD COMPRESSION, GUILLAIN BARRE, RADICULOPATHY",1,GUILLAIN BARRE,3,7,SPINAL CORD COMPRESSION,0
2nx9kt,4,3,Testing,GUILLAINBARRE SYNDROME,"STROKE, SPINAL CORD COMPRESSION, GUILLAIN BARRE, RADICULOPATHY",1,GUILLAIN BARRE,3,7,SPINAL CORD COMPRESSION,0
2nx9kt,5,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, IBD",1,DIVERTICULITIS,1,7,DIVERTICULITIS,1
2nx9kt,5,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, IBD, GASTROENTERITIS, UPPER GI BLEED",1,DIVERTICULITIS,1,7,DIVERTICULITIS,1
2nx9kt,5,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, IBD, GASTROENTERITIS, UPPER GI BLEED, COLITIS",1,COLITIS,6,7,"DIVERTICULITIS, COLITIS",1
2nx9kt,6,1,Patient History,AORTIC DISSECTION,"RAMIPRIL INDUCED COUGH, TB, PNEUMONIA, PE, LUNG CANCER",1,PE,4,6,LUNG CANCER,0
2nx9kt,6,2,Physical Exmination,AORTIC DISSECTION,"RAMIPRIL INDUCED COUGH, TB, PNEUMONIA, PE, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,PE,4,6,LUNG CANCER,0
2nx9kt,6,3,Testing,AORTIC DISSECTION,"RAMIPRIL INDUCED COUGH, TB, PNEUMONIA, PE, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,PE,4,8,HEART FAILURE,0
3dkbrg,1,1,Patient History,MILIARY TB,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), LEUKAEMIA (E.G. ACUTE MYELOID LEUKAEMIA), EXACERBATION OF MYELODYSPLASIA",0,0,0,4,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), EXACERBATION OF MYELODYSPLASIA",0
3dkbrg,1,2,Physical Exmination,MILIARY TB,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), LEUKAEMIA (E.G. ACUTE MYELOID LEUKAEMIA), HEART FAILURE",0,0,0,7,INFECTION (E.G. SECONDARY TO PANCYTOPENIA),0
3dkbrg,1,3,Testing,MILIARY TB,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), LEUKAEMIA (E.G. ACUTE MYELOID LEUKAEMIA), HEART FAILURE",0,0,0,8,INFECTION (E.G. SECONDARY TO PANCYTOPENIA),0
3dkbrg,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"INFECTION (MENINGITISENCEPHALITIS), SUBARACHNOID HAEMORRHAGE, STROKE",1,INFECTION (MENINGITISENCEPHALITIS),1,7,INFECTION (MENINGITISENCEPHALITIS),1
3dkbrg,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"INFECTION (MENINGITISENCEPHALITIS), SUBARACHNOID HAEMORRHAGE, STROKE",1,INFECTION (MENINGITISENCEPHALITIS),1,7,INFECTION (MENINGITISENCEPHALITIS),1
3dkbrg,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"INFECTION (MENINGITISENCEPHALITIS), SUBARACHNOID HAEMORRHAGE, STROKE",1,INFECTION (MENINGITISENCEPHALITIS),1,7,INFECTION (MENINGITISENCEPHALITIS),1
3dkbrg,3,1,Patient History,TEMPORAL ARTERITIS,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1,RHEUMATOID ARTHRITIS,2,3,RHEUMATOID ARTHRITIS,1
3dkbrg,3,2,Physical Exmination,TEMPORAL ARTERITIS,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1,RHEUMATOID ARTHRITIS,2,1,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1
3dkbrg,3,3,Testing,TEMPORAL ARTERITIS,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1,RHEUMATOID ARTHRITIS,2,1,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1
3dkbrg,4,1,Patient History,AORTIC DISSECTION,"CHEST INFECTION, ANGINAACS, HEART FAILURE",0,0,0,6,HEART FAILURE,0
3dkbrg,4,2,Physical Exmination,AORTIC DISSECTION,"CHEST INFECTION, HEART FAILURE, COARCTATION OF THE AORTA, ANGINAACS",1,COARCTATION OF THE AORTA,3,6,HEART FAILURE,0
3dkbrg,4,3,Testing,AORTIC DISSECTION,"CHEST INFECTION, HEART FAILURE, COARCTATION OF THE AORTA, ANGINAACS",1,COARCTATION OF THE AORTA,3,7,HEART FAILURE,0
3dkbrg,5,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, INFECTIOUS DIARRHOEA, COLON CANCER",1,DIVERTICULITIS,1,5,DIVERTICULITIS,1
3dkbrg,5,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, INFECTIOUS DIARRHOEA, COLON CANCER",1,DIVERTICULITIS,1,6,DIVERTICULITIS,1
3dkbrg,5,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, INFECTIOUS DIARRHOEA, COLON CANCER",1,DIVERTICULITIS,1,6,DIVERTICULITIS,1
3dkbrg,6,1,Patient History,GUILLAINBARRE SYNDROME,"CVA, SPINAL PATHOLOGY, GBS",1,GBS,3,4,SPINAL PATHOLOGY,0
3dkbrg,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,"CVA, SPINAL PATHOLOGY, GBS",1,GBS,3,4,"SPINAL PATHOLOGY, GBS",1
3dkbrg,6,3,Testing,GUILLAINBARRE SYNDROME,"CVA, SPINAL PATHOLOGY, GBS",1,GBS,3,4,"SPINAL PATHOLOGY, GBS",1
4jz5vg,1,1,Patient History,AORTIC DISSECTION,"LUNG CANCER, ACUTE HEART FAILURE",0,0,0,6,ACUTE HEART FAILURE,0
4jz5vg,1,2,Physical Exmination,AORTIC DISSECTION,"LUNG CANCER, ACUTE HEART FAILURE, SILENT MI",0,0,0,6,"ACUTE HEART FAILURE, SILENT MI",0
4jz5vg,1,3,Testing,AORTIC DISSECTION,"LUNG CANCER, ACUTE HEART FAILURE, SILENT MI",0,0,0,9,ACUTE HEART FAILURE,0
4jz5vg,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, ISCHAEMIC STROKE, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,1,7,ENCEPHALITIS,0
4jz5vg,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, ISCHAEMIC STROKE, SUBARACHNOID HAEMORRHAGE, TENSION TYPE HEADACHE",1,MENINGITIS,1,7,ENCEPHALITIS,0
4jz5vg,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, ISCHAEMIC STROKE, SUBARACHNOID HAEMORRHAGE, TENSION TYPE HEADACHE",1,MENINGITIS,1,7,ENCEPHALITIS,0
4jz5vg,3,1,Patient History,MILIARY TB,MYASTHENIA GRAVIS,0,0,0,5,MYASTHENIA GRAVIS,0
4jz5vg,3,2,Physical Exmination,MILIARY TB,"MYASTHENIA GRAVIS, SEPSIS, ENCEPHALITIS",0,0,0,6,SEPSIS,0
4jz5vg,3,3,Testing,MILIARY TB,"MYASTHENIA GRAVIS, SEPSIS, ENCEPHALITIS, PNEUMONIA",0,0,0,8,PNEUMONIA,0
4jz5vg,4,1,Patient History,GUILLAINBARRE SYNDROME,CAUDA EQUINA SYNDROME,1,CAUDA EQUINA SYNDROME,1,5,CAUDA EQUINA SYNDROME,1
4jz5vg,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SYNDROME, GUILLAN BARRE SYNDROME",1,GUILLAN BARRE SYNDROME,2,8,GUILLAN BARRE SYNDROME,1
4jz5vg,4,3,Testing,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SYNDROME, GUILLAN BARRE SYNDROME, MYASTHENIA GRAVIS",1,GUILLAN BARRE SYNDROME,2,8,GUILLAN BARRE SYNDROME,1
4jz5vg,5,1,Patient History,ULCERATIVE COLITIS,"ULCERATIVE COLITIS, HAEMORRHOIDS, ANAL FISSURE",1,ULCERATIVE COLITIS,1,6,"HAEMORRHOIDS, ANAL FISSURE",0
4jz5vg,5,2,Physical Exmination,ULCERATIVE COLITIS,"ULCERATIVE COLITIS, HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",1,ULCERATIVE COLITIS,1,6,"HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",0
4jz5vg,5,3,Testing,ULCERATIVE COLITIS,"ULCERATIVE COLITIS, HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",1,ULCERATIVE COLITIS,1,6,"HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",0
4jz5vg,6,1,Patient History,TEMPORAL ARTERITIS,FLARE OF RHEUMATIC DISEASE,0,0,0,5,FLARE OF RHEUMATIC DISEASE,0
4jz5vg,6,2,Physical Exmination,TEMPORAL ARTERITIS,"FLARE OF RHEUMATIC DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,2,6,POLYMYALGIA RHEUMATICA,1
4jz5vg,6,3,Testing,TEMPORAL ARTERITIS,"FLARE OF RHEUMATIC DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,2,9,POLYMYALGIA RHEUMATICA,1
4wbg1q,1,1,Patient History,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, SLE, HAEMOPHILIA, REACTIVE ARTHRITIS, PSORIATIC ARTHRITIS, POLYMYALGIA RHEUMATICA, GIANT CELL ARTERITIS, SEPTIC ARTHRITIS",1,GIANT CELL ARTERITIS,7,4,"RHEUMATOID ARTHRITIS, SLE",1
4wbg1q,1,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, SLE, REACTIVE ARTHRITIS, PSORIATIC ARTHRITIS, POLYMYALGIA RHEUMATICA, GIANT CELL ARTERITIS, SEPTIC ARTHRITIS",1,GIANT CELL ARTERITIS,6,8,GIANT CELL ARTERITIS,1
4wbg1q,1,3,Testing,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, SLE, REACTIVE ARTHRITIS, PSORIATIC ARTHRITIS, POLYMYALGIA RHEUMATICA, GIANT CELL ARTERITIS, SEPTIC ARTHRITIS",1,GIANT CELL ARTERITIS,6,9,GIANT CELL ARTERITIS,1
4wbg1q,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, SUBARACHNOID HAEMORRHAGE, STROKE, BRAIN TUMOUR, INTRACRANIAL HAEMORRHAGE",1,MENINGITIS,1,8,MENINGITIS,1
4wbg1q,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, SUBARACHNOID HAEMORRHAGE, STROKE, BRAIN TUMOUR, INTRACRANIAL HAEMORRHAGE",1,MENINGITIS,1,8,MENINGITIS,1
4wbg1q,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, SUBARACHNOID HAEMORRHAGE, STROKE, BRAIN TUMOUR, INTRACRANIAL HAEMORRHAGE, HEPATIC ENCEPHALOPATHY",1,MENINGITIS,1,3,MENINGITIS,1
4wbg1q,3,1,Patient History,GUILLAIN-BARRE SYNDROME,"GUILLIAN BARRE SYNDROME, STROKE, MYASTHENIA GRAVIS, EPILEPSY",1,GUILLIAN BARRE SYNDROME,1,4,STROKE,0
4wbg1q,3,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"GUILLIAN BARRE SYNDROME, STROKE, MYASTHENIA GRAVIS, EPILEPSY, DIABETIC NEUROPATHY, SPINAL CORD COMPRESSION, CAUDA EQUINA SYNDROME",1,GUILLIAN BARRE SYNDROME,1,3,GUILLIAN BARRE SYNDROME,1
4wbg1q,3,3,Testing,GUILLAIN-BARRE SYNDROME,"GUILLIAN BARRE SYNDROME, STROKE, MYASTHENIA GRAVIS, EPILEPSY, DIABETIC NEUROPATHY, SPINAL CORD COMPRESSION, CAUDA EQUINA SYNDROME",1,GUILLIAN BARRE SYNDROME,1,3,GUILLIAN BARRE SYNDROME,1
4wbg1q,4,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, APPENDICITIS, COLON CANCER, INFECTIVE DIARRHOEA, MESENTERIC ADENITIS, MESENTERIC ISCHAEMIA",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
4wbg1q,4,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, APPENDICITIS, COLON CANCER, INFECTIVE DIARRHOEA, MESENTERIC ADENITIS, MESENTERIC ISCHAEMIA",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
4wbg1q,4,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, APPENDICITIS, COLON CANCER, INFECTIVE DIARRHOEA, MESENTERIC ADENITIS, MESENTERIC ISCHAEMIA",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
4wbg1q,5,1,Patient History,AORTIC DISSECTION,"PANCREATITID, PNEUMOTHORAX, AORTIC DISSECTION, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM",1,AORTIC DISSECTION,3,7,"PANCREATITID, PNEUMOTHORAX, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM",1
4wbg1q,5,2,Physical Exmination,AORTIC DISSECTION,"PANCREATITID, PNEUMOTHORAX, AORTIC DISSECTION, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM",1,AORTIC DISSECTION,3,9,AORTIC DISSECTION,1
4wbg1q,5,3,Testing,AORTIC DISSECTION,"PANCREATITID, PNEUMOTHORAX, AORTIC DISSECTION, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM, HEART FAILURE, PERICARDITIS, MYOCARDITIS, PERICARDIAL EFFUSION",1,AORTIC DISSECTION,3,9,HEART FAILURE,0
4wbg1q,6,1,Patient History,MILIARY TB,LEUKEMIA,0,0,0,9,LEUKEMIA,0
4wbg1q,6,2,Physical Exmination,MILIARY TB,LEUKEMIA,0,0,0,9,LEUKEMIA,0
4wbg1q,6,3,Testing,MILIARY TB,"LEUKEMIA, METASTATIC LYMPHOMA",1,METASTATIC LYMPHOMA,2,9,"LEUKEMIA, METASTATIC LYMPHOMA",0
4xy6gf,1,1,Patient History,ULCERATIVE COLITIS,"PERFORATED DIVERTICULUM, MALIGNANCY, APPENDICITS, DIVERTICULITIS",0,0,0,5,"PERFORATED DIVERTICULUM, MALIGNANCY, APPENDICITS, DIVERTICULITIS",1
4xy6gf,1,2,Physical Exmination,ULCERATIVE COLITIS,"PERFORATED DIVERTICULUM, MALIGNANCY, APPENDICITS, DIVERTICULITIS",0,0,0,8,DIVERTICULITIS,1
4xy6gf,1,3,Testing,ULCERATIVE COLITIS,"PERFORATED DIVERTICULUM, MALIGNANCY, APPENDICITS, DIVERTICULITIS, UC",1,UC,5,8,DIVERTICULITIS,1
4xy6gf,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TIA (BUT YOUNG), BRAIN TUMOUR/MALIGNANCY, SEIZURE, ALCOHOL INDUCED, CANNABIS INDUCED, NEUROLOGICAL DISORDER",0,0,0,9,"ALCOHOL INDUCED, CANNABIS INDUCED",0
4xy6gf,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TIA (BUT YOUNG), BRAIN TUMOUR/MALIGNANCY, SEIZURE, ALCOHOL INDUCED, CANNABIS INDUCED, NEUROLOGICAL DISORDER, COARCTATION OF AORTA, VSD, INFECTION",0,0,0,9,"ALCOHOL INDUCED, CANNABIS INDUCED",0
4xy6gf,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TIA (BUT YOUNG), BRAIN TUMOUR/MALIGNANCY, SEIZURE, ALCOHOL INDUCED, CANNABIS INDUCED, NEUROLOGICAL DISORDER, COARCTATION OF AORTA, VSD, INFECTION, ANAEMIA",0,0,0,10,ALCOHOL INDUCED,0
4xy6gf,3,1,Patient History,MILIARY TB,"AML, MYELOMA, INFECTION, MDS CYTOPENIA",0,0,0,6,"INFECTION, MDS CYTOPENIA",0
4xy6gf,3,2,Physical Exmination,MILIARY TB,"AML, MYELOMA, INFECTION, MDS CYTOPENIA",0,0,0,7,INFECTION,0
4xy6gf,3,3,Testing,MILIARY TB,"AML, MYELOMA, INFECTION, MDS CYTOPENIA",0,0,0,8,AML,0
4xy6gf,4,1,Patient History,AORTIC DISSECTION,"PNEUMONIA, TB, ACS, MALIGNANCY",0,0,0,6,ACS,0
4xy6gf,4,2,Physical Exmination,AORTIC DISSECTION,"PNEUMONIA, TB, ACS, MALIGNANCY, AORTIC STENOSIS, COARCTATION OF AORTA",1,COARCTATION OF AORTA,6,9,COARCTATION OF AORTA,1
4xy6gf,4,3,Testing,AORTIC DISSECTION,"PNEUMONIA, TB, ACS, MALIGNANCY, AORTIC STENOSIS, COARCTATION OF AORTA, HYPERTENSION, ATELECTASIS",1,COARCTATION OF AORTA,6,9,COARCTATION OF AORTA,1
4xy6gf,5,1,Patient History,TEMPORAL ARTERITIS,"RA, GOUT, OVERUSE, INFECTION, INJURY",1,RA,1,6,"GOUT, OVERUSE, INFECTION, INJURY",0
4xy6gf,5,2,Physical Exmination,TEMPORAL ARTERITIS,"RA, GOUT, OVERUSE, INFECTION, INJURY, MALIGNANCY, MALNUTRITION",1,RA,1,6,MALNUTRITION,0
4xy6gf,5,3,Testing,TEMPORAL ARTERITIS,"RA, GOUT, OVERUSE, INFECTION, INJURY, MALIGNANCY, MALNUTRITION",1,RA,1,6,MALIGNANCY,0
4xy6gf,6,1,Patient History,GUILLAIN-BARRE SYNDROME,"RA, INFECTION, STROKE, METABOLIC ABNORMAILITY, OSTEOARTHRITIC",0,0,0,5,"RA, STROKE, METABOLIC ABNORMAILITY, OSTEOARTHRITIC",0
4xy6gf,6,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"RA, INFECTION, STROKE, METABOLIC ABNORMAILITY, OSTEOARTHRITIC, GBS, SCIATICA, CORD COMPRESSION, CAUDA EQUINA, ALS/MND",1,GBS,6,7,GBS,1
4xy6gf,6,3,Testing,GUILLAIN-BARRE SYNDROME,"RA, INFECTION, STROKE, METABOLIC ABNORMAILITY, OSTEOARTHRITIC, GBS, SCIATICA, CORD COMPRESSION, CAUDA EQUINA, ALS/MND, ANAEMIA",1,GBS,6,6,"SCIATICA, ALS/MND",0
4z8n1j,1,1,Patient History,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, RHEUMATOID ARTHRITIS, PSORIATIC ARTHRITIS, REACTIVE ARTHRITIS",1,POLYMYALGIA RHEUMATICA,1,5,POLYMYALGIA RHEUMATICA,1
4z8n1j,1,2,Physical Exmination,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, RHEUMATOID ARTHRITIS, PSORIATIC ARTHRITIS, REACTIVE ARTHRITIS, PNEUMONIA",1,POLYMYALGIA RHEUMATICA,1,5,POLYMYALGIA RHEUMATICA,1
4z8n1j,1,3,Testing,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, RHEUMATOID ARTHRITIS, PSORIATIC ARTHRITIS, REACTIVE ARTHRITIS, PNEUMONIA",1,POLYMYALGIA RHEUMATICA,1,5,POLYMYALGIA RHEUMATICA,1
4z8n1j,2,1,Patient History,ULCERATIVE COLITIS,"GASTROENTERITIS, DIVERTICULITIS, COLORECTAL CANCER",0,0,0,6,"DIVERTICULITIS, COLORECTAL CANCER",1
4z8n1j,2,2,Physical Exmination,ULCERATIVE COLITIS,"GASTROENTERITIS, DIVERTICULITIS, COLORECTAL CANCER",0,0,0,6,"DIVERTICULITIS, COLORECTAL CANCER",1
4z8n1j,2,3,Testing,ULCERATIVE COLITIS,"GASTROENTERITIS, DIVERTICULITIS, COLORECTAL CANCER, COLITIS",1,COLITIS,4,6,"DIVERTICULITIS, COLORECTAL CANCER, COLITIS",1
4z8n1j,3,1,Patient History,MILIARY TB,LYMPHOMA,1,LYMPHOMA,1,5,LYMPHOMA,1
4z8n1j,3,2,Physical Exmination,MILIARY TB,"LYMPHOMA, SARCOIDOSIS, MYELOMA",1,LYMPHOMA,1,5,MYELOMA,0
4z8n1j,3,3,Testing,MILIARY TB,"LYMPHOMA, SARCOIDOSIS, MYELOMA, LEUKAEMIA",1,LYMPHOMA,1,5,"MYELOMA, LEUKAEMIA",0
4z8n1j,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, STROKE, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,1,6,SUBARACHNOID HAEMORRHAGE,0
4z8n1j,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, STROKE, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,1,6,"ENCEPHALITIS, SUBARACHNOID HAEMORRHAGE",0
4z8n1j,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, STROKE, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,1,6,"ENCEPHALITIS, SUBARACHNOID HAEMORRHAGE",0
4z8n1j,5,1,Patient History,GUILLAIN-BARRE SYNDROME,"GBS, CAUDA EQUINA",1,GBS,1,4,"GBS, CAUDA EQUINA",1
4z8n1j,5,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"GBS, CAUDA EQUINA, SPINAL ABSCESS",1,GBS,1,4,"GBS, CAUDA EQUINA, SPINAL ABSCESS",1
4z8n1j,5,3,Testing,GUILLAIN-BARRE SYNDROME,"GBS, CAUDA EQUINA, SPINAL ABSCESS",1,GBS,1,4,"GBS, CAUDA EQUINA, SPINAL ABSCESS",1
4z8n1j,6,1,Patient History,AORTIC DISSECTION,"TB, PNEUMONIA, COPD",0,0,0,3,"TB, PNEUMONIA, COPD",0
4z8n1j,6,2,Physical Exmination,AORTIC DISSECTION,"TB, PNEUMONIA, COPD",0,0,0,3,"TB, PNEUMONIA, COPD",0
4z8n1j,6,3,Testing,AORTIC DISSECTION,"TB, PNEUMONIA, COPD, LUNG CANCER",0,0,0,4,LUNG CANCER,0
573zvd,1,1,Patient History,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,5,DIVERTICULITIS,1
573zvd,1,2,Physical Exmination,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
573zvd,1,3,Testing,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
573zvd,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, TIA",0,0,0,6,TIA,0
573zvd,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, TIA",0,0,0,6,TIA,0
573zvd,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, TIA",0,0,0,6,TIA,0
573zvd,3,1,Patient History,GUILLAIN-BARRE SYNDROME,CORD COMPRESSION,0,0,0,5,CORD COMPRESSION,0
573zvd,3,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,CORD COMPRESSION,0,0,0,5,CORD COMPRESSION,0
573zvd,3,3,Testing,GUILLAIN-BARRE SYNDROME,"CORD COMPRESSION, GBS",1,GBS,2,6,GBS,1
573zvd,4,1,Patient History,MILIARY TB,"MYELOMA, ACUTE FLARE UP",0,0,0,6,ACUTE FLARE UP,0
573zvd,4,2,Physical Exmination,MILIARY TB,"MYELOMA, ACUTE FLARE UP, LIVER DISEASE",0,0,0,6,"ACUTE FLARE UP, LIVER DISEASE",0
573zvd,4,3,Testing,MILIARY TB,"MYELOMA, ACUTE FLARE UP, LIVER DISEASE",0,0,0,6,"ACUTE FLARE UP, LIVER DISEASE",0
573zvd,5,1,Patient History,AORTIC DISSECTION,HEART FAILURE,0,0,0,5,HEART FAILURE,0
573zvd,5,2,Physical Exmination,AORTIC DISSECTION,HEART FAILURE,0,0,0,5,HEART FAILURE,0
573zvd,5,3,Testing,AORTIC DISSECTION,HEART FAILURE,0,0,0,5,HEART FAILURE,0
573zvd,6,1,Patient History,TEMPORAL ARTERITIS,SEPTIC ARTHRITIS,0,0,0,5,SEPTIC ARTHRITIS,1
573zvd,6,2,Physical Exmination,TEMPORAL ARTERITIS,SEPTIC ARTHRITIS,0,0,0,5,SEPTIC ARTHRITIS,1
573zvd,6,3,Testing,TEMPORAL ARTERITIS,SEPTIC ARTHRITIS,0,0,0,5,SEPTIC ARTHRITIS,1
5kl8xj,1,1,Patient History,GUILLAIN-BARRE SYNDROME,"GBS, STROKE, MS",1,GBS,1,5,GBS,1
5kl8xj,1,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"GBS, STROKE, MS",1,GBS,1,6,GBS,1
5kl8xj,1,3,Testing,GUILLAIN-BARRE SYNDROME,"GBS, STROKE, MS",1,GBS,1,6,GBS,1
5kl8xj,2,1,Patient History,TEMPORAL ARTERITIS,"POST VIRAL ILLNESS ARTHRALGIA, RHEUMATOID ARTHRITIS",1,RHEUMATOID ARTHRITIS,2,6,POST VIRAL ILLNESS ARTHRALGIA,0
5kl8xj,2,2,Physical Exmination,TEMPORAL ARTERITIS,"POST VIRAL ILLNESS ARTHRALGIA, RHEUMATOID ARTHRITIS, AUTOIMMUNE CONDITION",1,RHEUMATOID ARTHRITIS,2,6,POST VIRAL ILLNESS ARTHRALGIA,0
5kl8xj,2,3,Testing,TEMPORAL ARTERITIS,"POST VIRAL ILLNESS ARTHRALGIA, RHEUMATOID ARTHRITIS, AUTOIMMUNE CONDITION",1,RHEUMATOID ARTHRITIS,2,6,"POST VIRAL ILLNESS ARTHRALGIA, AUTOIMMUNE CONDITION",0
5kl8xj,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"RUPTURED BERRY ANEURYSM, ISCHAEMIC STROKE, SEIZURE",0,0,0,6,RUPTURED BERRY ANEURYSM,0
5kl8xj,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"RUPTURED BERRY ANEURYSM, ISCHAEMIC STROKE, SEIZURE, TIA",0,0,0,6,RUPTURED BERRY ANEURYSM,0
